标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID
转发微博 ,非敏感,转发,2020/11/14 6:33,@长三角铁路 #合安高铁开始试运行# 【合安高铁肥西站探访】今天7点40分开始，小编在合安高铁试运行列车上体验了4个来回[笑cry]，细细体验了一下合肥安庆间的高铁速度。最后从肥西站下车，那就来一组肥西站的最新美图吧！#在路上看中国# @中国铁路 @微博交通 ???,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 【合安高铁肥西站探访】今天7点40分开始，小编在合安高铁试运行列车上体验了4个来回[笑cry]，细细体验了一下合肥安庆间的高铁速度。最后从肥西站下车，那就来一组肥西站的最新美图吧！#在路上看中国# @中国铁路 @微博交通 ???,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,喜悦,其他,"[http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gknfcbtwm9j21400u0jy5.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gknfccwpudj20u014079p.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/726c1f87ly1gknfcdna1uj21400u0qcp.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gknfceakj2j21400u0n65.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gknfcgn9z4j21400u00xc.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/726c1f87ly1gknfcexrxuj21400u07bf.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/726c1f87ly1gknfcfidacj21400u043j.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/726c1f87ly1gknfcg5pdwj21400u0qau.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/726c1f87ly1gknfch9u3dj21400u0tci.jpg""]""",4db925b16402a1c4e141231e57c683b7,d9d1326b8929c3a4b6aeb22949305e82,cee6dd79e329ae2cf53412050b3b46d7,5c0eeb200f7932f5c763e5c4598e99a4,cee6dd79e329ae2cf53412050b3b46d7,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:33,@长三角铁路 #合安高铁开始试运行# 今天上午7点40分，G55401次合安高铁试运行动车组列车从合肥南站出发，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 ??? http://t.cn/A6GS8Xxz,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 今天上午7点40分，G55401次合安高铁试运行动车组列车从合肥南站出发，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 ??? http://t.cn/A6GS8Xxz,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他, ,4db925b16402a1c4e141231e57c683b7,7b532282325e2ea7424dfae4119f0b06,feb496722d871dc0cc907788feeddfd5,5c0eeb200f7932f5c763e5c4598e99a4,feb496722d871dc0cc907788feeddfd5,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:34,@长三角铁路 #合安高铁开始试运行# 作为一个强迫症小编，每次体验首发列车，必须立个硬币试试，看看能立多久不倒[馋嘴][笑cry][笑cry]#在路上看中国# @中国铁路 @微博交通 http://t.cn/A6GSjMY8 ??,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 作为一个强迫症小编，每次体验首发列车，必须立个硬币试试，看看能立多久不倒[馋嘴][笑cry][笑cry]#在路上看中国# @中国铁路 @微博交通 http://t.cn/A6GSjMY8 ??,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,喜悦,其他, ,4db925b16402a1c4e141231e57c683b7,068e5e42f53c93cd105979917bc67f89,cdacb86b7b9c16fc189140f7265155a3,5c0eeb200f7932f5c763e5c4598e99a4,cdacb86b7b9c16fc189140f7265155a3,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:34,@长三角铁路 #合安高铁开始试运行# 上午7点52分，试运行列车到达肥西站。肥西站是合安高铁从合肥南出发的第一站，随后将经过舒城东、庐江西、桐城东、桐城南，到达安庆站。#在路上看中国# @中国铁路 @微博交通 ??,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 上午7点52分，试运行列车到达肥西站。肥西站是合安高铁从合肥南出发的第一站，随后将经过舒城东、庐江西、桐城东、桐城南，到达安庆站。#在路上看中国# @中国铁路 @微博交通 ??,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他,"[http://wx3.sinaimg.cn/bmiddle/726c1f87ly1gkn7rzkvy7j21400u0dis.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/726c1f87ly1gkn7s0g3vxj21400u0jxv.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn7s12cttj21400u0win.jpg""]""",4db925b16402a1c4e141231e57c683b7,6d0aff3a464964f52dab8d6119cc9c1e,6d1bbb661a021ff1120150eefa9f3c0e,5c0eeb200f7932f5c763e5c4598e99a4,6d1bbb661a021ff1120150eefa9f3c0e,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:34,@长三角铁路 #合安高铁开始试运行# 从司机室角度看合安高铁，速度快不快，线路直不直[挤眼][挤眼][挤眼] #在路上看中国#   @中国铁路 @微博交通 ??? http://t.cn/A6GSlE56 ??,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 从司机室角度看合安高铁，速度快不快，线路直不直[挤眼][挤眼][挤眼] #在路上看中国#   @中国铁路 @微博交通 ??? http://t.cn/A6GSlE56 ??,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,喜悦,其他, ,4db925b16402a1c4e141231e57c683b7,bc5bb9f1788e9b963d5ed1cc05d3cf8b,2ebb412bff2431ef1e6ad06e5f658c38,5c0eeb200f7932f5c763e5c4598e99a4,2ebb412bff2431ef1e6ad06e5f658c38,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:34,@长三角铁路 #合安高铁开始试运行# 上午7点20分，G55401次动车组已经停靠合肥南站10号站台，列车将于7点40分，从合肥南站出发，中途停靠肥西站，预计上午8点46分到达安庆站。#在路上看中国# @中国铁路 @微博交通 ??,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 上午7点20分，G55401次动车组已经停靠合肥南站10号站台，列车将于7点40分，从合肥南站出发，中途停靠肥西站，预计上午8点46分到达安庆站。#在路上看中国# @中国铁路 @微博交通 ??,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他,"[http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6tta4qgj21400u0dpo.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6trz6q6j21400u0dn4.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/726c1f87ly1gkn6tq2gacj21400u0gr8.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/726c1f87ly1gkn6tr0e4hj21400u07em.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/726c1f87ly1gkn6tpekhjj21400u0wj7.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/726c1f87ly1gkn6tnkzsqj21400u07ae.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6to7qn4j21400u0djx.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6totov4j21400u0gr4.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6tmqrv1j20u0140n43.jpg""]""",4db925b16402a1c4e141231e57c683b7,a83e2cf899e9633fc6b19550cc4cf417,613f2b52989d4092ee91ab42d6d42a8b,5c0eeb200f7932f5c763e5c4598e99a4,613f2b52989d4092ee91ab42d6d42a8b,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:34,@长三角铁路 #在路上看中国# 【今天起，#合安高铁开始试运行#】今天，小编将和央视、新华社、人民网、中国新闻网、安徽电视台、安徽人民广播电台、安徽日报等近20家中央和地方媒体记者，从合肥南站登上前往安庆站的试运行列车，带大家体验合肥至安庆间的高铁速度，小编将在@长三角铁路 微博动态发布相关信息，请持续关注哦！@中国铁路 @微博交通,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #在路上看中国# 【今天起，#合安高铁开始试运行#】今天，小编将和央视、新华社、人民网、中国新闻网、安徽电视台、安徽人民广播电台、安徽日报等近20家中央和地方媒体记者，从合肥南站登上前往安庆站的试运行列车，带大家体验合肥至安庆间的高铁速度，小编将在@长三角铁路 微博动态发布相关信息，请持续关注哦！@中国铁路 @微博交通,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,喜悦,其他,"[http://wx3.sinaimg.cn/bmiddle/726c1f87gy1gkov05b6eej20p30jbgzq.jpg""]""",4db925b16402a1c4e141231e57c683b7,b6085bf5164696272db34038d94a26a0,44fb5f8c0630226bebfc9255f8232f3e,5c0eeb200f7932f5c763e5c4598e99a4,44fb5f8c0630226bebfc9255f8232f3e,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:34,@长三角铁路 #合安高铁开始试运行# 上午7点40分，G55401次试运行列车缓缓驶离合肥南站，标志着合安高铁联调联试工作结束，转入试运行阶段。#在路上看中国# @中国铁路 @微博交通 http://t.cn/A6GSOn5h ??,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 上午7点40分，G55401次试运行列车缓缓驶离合肥南站，标志着合安高铁联调联试工作结束，转入试运行阶段。#在路上看中国# @中国铁路 @微博交通 http://t.cn/A6GSOn5h ??,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他, ,4db925b16402a1c4e141231e57c683b7,9e417298f57998d0607721be9a7d267d,d037bbc7d2b9860510e2f4578de772a9,5c0eeb200f7932f5c763e5c4598e99a4,d037bbc7d2b9860510e2f4578de772a9,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:34,@长三角铁路 #合安高铁开始试运行# 上午8点41分，试运行列车到达终点站安庆站。试运行是按试验大纲要求，原则上利用不少于一个月的时间，进行列车运行图参数测试、故障模拟、应急救援演练、按图行车试验等项目测试，为正式开通运营提供科学依据。试运行使用的列车与正式开通运行的动车组列车基本一致，不同的是，运行试验列车是模拟办理客运业务。合安高铁已经试运行啦！离开通就更近啦！让我们期待正式开通后，相约来打卡吧！#在路上看中国#? @中国铁路 @微博交通 http://t.cn/A6GSYhOd,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 上午8点41分，试运行列车到达终点站安庆站。试运行是按试验大纲要求，原则上利用不少于一个月的时间，进行列车运行图参数测试、故障模拟、应急救援演练、按图行车试验等项目测试，为正式开通运营提供科学依据。试运行使用的列车与正式开通运行的动车组列车基本一致，不同的是，运行试验列车是模拟办理客运业务。合安高铁已经试运行啦！离开通就更近啦！让我们期待正式开通后，相约来打卡吧！#在路上看中国#? @中国铁路 @微博交通 http://t.cn/A6GSYhOd,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,喜悦,其他, ,4db925b16402a1c4e141231e57c683b7,3977ed32204dfa212101e7a5fe49d64b,9f3dfaf43940263a8922701ba3ed4cfa,5c0eeb200f7932f5c763e5c4598e99a4,9f3dfaf43940263a8922701ba3ed4cfa,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:34,@长三角铁路 #合安高铁开始试运行# 在实验列车上，上铁合肥客运段列车长沈保婷就合安高铁试运行期间值乘情况进行介绍。 #在路上看中国#   @中国铁路 @微博交通 ???,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 在实验列车上，上铁合肥客运段列车长沈保婷就合安高铁试运行期间值乘情况进行介绍。 #在路上看中国#   @中国铁路 @微博交通 ???,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/726c1f87ly1gkn8ba31y7j21400u044y.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/726c1f87ly1gkn8bgmnpdj21400u00zf.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/726c1f87ly1gkn8blis7pj21400u0wjh.jpg""]""",4db925b16402a1c4e141231e57c683b7,81485f350d8d040e7abc978fec8dc195,30495ee84f05d664f85794291c6b1254,5c0eeb200f7932f5c763e5c4598e99a4,30495ee84f05d664f85794291c6b1254,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:34,@长三角铁路 #合安高铁开始试运行# 在试运行列车上，宁安公司副总经理柯文柱就合安高铁试运行详情和建设节点答记者问。   @中国铁路 @微博交通 ??,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 在试运行列车上，宁安公司副总经理柯文柱就合安高铁试运行详情和建设节点答记者问。   @中国铁路 @微博交通 ??,127,2786,0,0,0,合安高铁开始试运行,中性,其他,"[http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn81uitf7j21400u0wjn.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/726c1f87ly1gkn81trlz8j21400u0te2.jpg""]""",4db925b16402a1c4e141231e57c683b7,504d814e2c14358db85295398913faf4,e57c6115d419a9b23310754545a42b86,5c0eeb200f7932f5c763e5c4598e99a4,e57c6115d419a9b23310754545a42b86,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:34,@长三角铁路 #合安高铁开始试运行# 迎着清晨的第一缕阳光，奔向合安[挤眼][挤眼][挤眼][加油][加油][加油]#在路上看中国# @中国铁路 @微博交通 ??,普通,浙江, ,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 迎着清晨的第一缕阳光，奔向合安[挤眼][挤眼][挤眼][加油][加油][加油]#在路上看中国# @中国铁路 @微博交通 ??,127,2786,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他,"[http://wx3.sinaimg.cn/bmiddle/726c1f87ly1gkn6gr5mavj21400u0q4o.jpg""]""",4db925b16402a1c4e141231e57c683b7,c00140402ca25a33d56b1eea622249bb,0d507366b053b515d9796bfe730f7c4a,5c0eeb200f7932f5c763e5c4598e99a4,0d507366b053b515d9796bfe730f7c4a,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:35,@长三角铁路 #合安高铁开始试运行# 今天上午7点40分，G55401次合安高铁试运行动车组列车从合肥南站出发，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 ??? http://t.cn/A6GS8Xxz,普通,黑龙江,哈尔滨,女,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 今天上午7点40分，G55401次合安高铁试运行动车组列车从合肥南站出发，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 ??? http://t.cn/A6GS8Xxz,932,51089,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他, ,e17c2eaa2b5359920c1adb5c3a373663,c39028379571f19ad91a1b171eebd56e,feb496722d871dc0cc907788feeddfd5,5c0eeb200f7932f5c763e5c4598e99a4,feb496722d871dc0cc907788feeddfd5,5c0eeb200f7932f5c763e5c4598e99a4
转发微博 ,非敏感,转发,2020/11/14 6:49,@长三角铁路 #合安高铁开始试运行# 今天上午7点40分，G55401次合安高铁试运行动车组列车从合肥南站出发，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 ??? http://t.cn/A6GS8Xxz,蓝V,浙江, ,男,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 今天上午7点40分，G55401次合安高铁试运行动车组列车从合肥南站出发，中途停靠肥西站，上午8点41分到达安庆站，小编全程跟车体验，最新体验视频来啦！一起来看看合肥安庆间的高铁速度吧[馋嘴][馋嘴][馋嘴]，从外面的场景你能判断出都是哪里取的景呢[挖鼻]#在路上看中国# @中国铁路 @微博交通 ??? http://t.cn/A6GS8Xxz,303,2647,0,0,0,在路上看中国;合安高铁开始试运行,喜悦,其他, ,7f4e9be5b458020c7c4975ce7c20d960,fa7422ac834598250c5f68155c33b36c,feb496722d871dc0cc907788feeddfd5,5c0eeb200f7932f5c763e5c4598e99a4,feb496722d871dc0cc907788feeddfd5,5c0eeb200f7932f5c763e5c4598e99a4
【安徽日报今日看点】1、李锦斌在省委常委会会议暨省委财经委员会第四次会议上强调 认真贯彻落实以习近平同志为核心的党中央重大决策部署 大盘点补短板强攻势奋力夺取疫情防控和经济社会发展双胜利；2、李锦斌在省十三届人大常委会第二十二次会议上强调 深入学习宣传贯彻党的十九届五中全会精神 全力依法保障护航新阶段美好安徽现代化建设；3、合安高铁试运行；4、省十三届人大常委会举行第七十六次主任会议；5、六名干部受到党纪政务处分。http://t.cn/A6GKGmHt,非敏感,原创,2020/11/14 7:06, ,蓝V,安徽,合肥,男,【安徽日报今日看点】1、李锦斌在省委常委会会议暨省委财经委员会第四次会议上强调 认真贯彻落实以习近平同志为核心的党中央重大决策部署 大盘点补短板强攻势奋力夺取疫情防控和经济社会发展双胜利；2、李锦斌在省十三届人大常委会第二十二次会议上强调 深入学习宣传贯彻党的十九届五中全会精神 全力依法保障护航新阶段美好安徽现代化建设；3、合安高铁试运行；4、省十三届人大常委会举行第七十六次主任会议；5、六名干部受到党纪政务处分。http://t.cn/A6GKGmHt,3495213,82946,2,1,2, ,中性,"安徽省,安徽","[http://wx1.sinaimg.cn/bmiddle/003pcKnxly1gkobys6it7j60u016ynje02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/003pcKnxly1gkobyrxt1oj60u016ykdz02.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/003pcKnxly1gkobys7075j60u016ye2v02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/003pcKnxly1gkobyrxwsnj60u016y1cx02.jpg""]""",f37b2ca115a1971013783895a19634e5,6eac17431238e406c01742439be0e889,,,,
